User,Reply,Likes,Retweets
MatthewsMbuthia,@StandardKenya @karrymi here is the candidate you were looking for..,1,0
FennerFelix12,@StandardKenya Burning the bush https://t.co/F4XSJU7RA1,2,0
RaphaelCherogo1,"@StandardKenya i think you are unconscious,,,,, that's is not kenya say that at moon not this land bang to be legal… https://t.co/ZBoSkjbhMb",2,0
Sir_Rawlings,@StandardKenya Wakajockah the 5th,0,0
r_asudi,@StandardKenya The 5th,1,0
MamaNgangari,@StandardKenya Mzee kunywa maziwa,0,0
Oloolewa,"@StandardKenya Friday shall be mandatory cleaning day countrywide, Saturday a mandatory sports and fitness day, Sun… https://t.co/NYX3PL3oA8",1,0
BenjaminkamauK,@StandardKenya @Its_dolce_vita @wawiramwendia  chukueni kura bana,2,0
stephenmambo97,@StandardKenya The 5th,0,0
abewata,@StandardKenya Huyu hata MCA hatoboi,1,0
iFelixOwino,@StandardKenya Prof. Whatever you’ve been smoking please continue smoking it,0,0
_Mutui_,@StandardKenya My President 🙌🙌,1,0
JusperMosesekbz,"@StandardKenya Alfu Kenyans wachague mwingine, nkt!",0,0
Uhuruguardian,@StandardKenya My president 😂😂😂😂,0,0
MDeMabior,"@StandardKenya Bhang used wrongly! Better Prof be low ,we can understand.",1,0
LucaMatoke,@StandardKenya Prof is a lunatic.,0,0
JuliusOtienoOku,@StandardKenya I like him but Presidency is too ambitious for him now .......,5,0
tobbynarvel,@StandardKenya Wakuu naona this guy is better than all presidential candidates manufesto yake si mbaya...,4,0
Selvine7,@StandardKenya Is he high on a Raw-Weed...?! https://t.co/a42FnB0cta,3,0
m_mwalo,@StandardKenya Mkuu,0,0
FredKager,"@StandardKenya @steven_nyabwa Wajakoya,  u must  fo ur research well. We are together  in this",0,0
Edge_Yolk,@StandardKenya Prof George Wajackoyah after reading all the books decided to use the pages as rolling papers for hi… https://t.co/iD6v0vvM2g,1,0
KipkoechBen7,@StandardKenya These are the results of using those bhang and its products!!,1,0
jnyakiba,"@StandardKenya Ah, as in bhang, bhang, n 8 prime ministers? Wth. 😂😂😂

Political season comes with many jokes.",0,0
VitalisRugie,@StandardKenya I like what he's smoking https://t.co/OuDkC7HSm0,5,3
KebongoJackline,@StandardKenya I love my country,0,0
omangajnr,@StandardKenya Prof. George the 5th,0,0
etanuikiptoo,@StandardKenya This is a joker,1,0
liam_mersh,@StandardKenya @kafuhi_jr yow peana kura hapa,0,0
Ali_Mrarchitect,@StandardKenya We need to be serius with life aki....So you want us to go from a drunkad to a weed smoker....but i… https://t.co/FV1r48e7oo,0,0
daggieblanqx,"@StandardKenya His highness, Wajackoyah the 5th.",4,0
DessTTutu,@StandardKenya Swear him in already,0,0
TheRealMoranga,@StandardKenya This a joke right??😂🤣,0,0
Chenger15,@StandardKenya That is something else 🤣,1,0
bonnidolls,@StandardKenya Yea life is never serious  coz who knows the life we are living is a dream  n death wakes us up for… https://t.co/j7locGlVHz,2,0
msaniibutu,@StandardKenya Huuraaayyyy,0,0
kiptanui_lessan,@StandardKenya Why are people from this region obsessed with PM's Post?,0,0
SteveTall_,@StandardKenya He must be smoking wet leaves already lol!,0,0
kenwa_mutuma,@StandardKenya @johnnjenga The leader we need,0,0
judah_mut,@StandardKenya @justriua The katiba will not allow him to suspend it.,1,0
Lil_Noete,@StandardKenya https://t.co/L2kY7zlx2d,0,0
aaliyah_khxnl,@StandardKenya Akili 😂😂 ya bhang..just imagine,2,0
MorwaniMachuki,@StandardKenya https://t.co/AzAqxJbGgd,0,0
Mercychep14,@StandardKenya He has my vote,0,0
Calebnyamache1,@StandardKenya the 5th,0,0
TheKibet,@StandardKenya @johnnjenga @johnnjenga what made you retweet? 😂😂😂,1,0
simoh_book,@StandardKenya Let me laugh meanwhile https://t.co/EPQTxuaH6k,1,0
GiorgioKariuki,@StandardKenya 22nd century joke,0,0
Aphistorical,@StandardKenya @TheMutaD Yani prof.was high ama?,0,0
Wambua_LR,@StandardKenya Who else is finding Prof Wajackoya's manifesto hilarious ?,1,0
pamelamwende_,"@StandardKenya you have my vote Prof,lets persevere with courage",2,0
pmuthui75,@StandardKenya This guy must be high on some illegal stuff. Why would a president personally serve as an immigration minister?,0,0
peternerd,@StandardKenya Wajackoyah the 5th,3,0
ChepiTheOne,@StandardKenya @SirAlexas 😁😁😁😁😁,0,0
Waweru_dayvee,@StandardKenya Your Highness,0,0
muriith1_e,@StandardKenya He is the one.,1,0
ThisIsBett,@StandardKenya @pikaso_me screenshot this,0,0
KenShichenyi,@StandardKenya Already in statehouse,0,0
JustineMoinket,@StandardKenya Kwaak !,0,0
MapianoO,@StandardKenya This guy is legit. His manifesto is true unlike the other fellas. Am starting to like him.,2,0
Mugambi24,"@StandardKenya Monday to Thursday work schedule is okay, people are overworked, I support.",3,0
tofatochibo,@StandardKenya Unlegalized bhang in operation.,0,0
lenny_Mmeru,@StandardKenya Kaende sasa,0,0
MisaToonsKenya,@StandardKenya He has my vote... https://t.co/gVeeMxsxaS,1,0
PraxizJeff,"@StandardKenya He is really dope, but how will he turn around economic downtrodden Kenya????",1,0
machariagaturi1,@StandardKenya Already under influence,0,0
peris_cherop,@StandardKenya I suspect this is joint talk.High on it.,0,0
MasabaFrances,@StandardKenya This is madness,0,0
ni_kim_,@StandardKenya Looking for popularity,0,0
alphons38099319,@StandardKenya PhD is overrated in Kenya,0,0
MistaJulius,"@StandardKenya EXPLAINER

8 Prime Ministers will be responsible for sell of bhang in all other continents except Af… https://t.co/gWt6OcXkaK",2,0
pkobuon,@StandardKenya Only a bhang addict can come up with such policies,0,0
ladiiladio,@StandardKenya A lawyer who doesn't even know that such powers are not vested in the office of the president...mayb… https://t.co/2tTaU2BjKw,1,0
KarlmarxBrian,@StandardKenya My brother @BravinYuri  i now know where your vote will go 😂😂,2,0
LibertyInfinit,"@StandardKenya Goes tot show, Intellect does not necessarily translate to Wisdom",0,0
Mac_Kush,"@StandardKenya If indeed my reasoning will be like Prof,  then legalise bhang asap ..",0,0
WhiskeyTangoKE,@StandardKenya Main guy.,0,0
waitherajb1,"@StandardKenya This one is the chosen one . Alaar , 6th August I'll be In the que at 4am to vote in our savior.",49,0
AlbanusMutisya2,@StandardKenya Here in Kenya hata ukifanya kazi seven days hazitishi 😅,1,0
diego__dennis,@StandardKenya Our only kenyan saviour. the 5th,1,0
Sikotedennis,@StandardKenya Kweli some people can be learned but totally uneducated. I wonder!!,0,0
GiravoyaB,@StandardKenya Prof. might have gotten something inspirational in his systems before announcing  his presidential bid.,3,0
selector_slim,@StandardKenya @pikaso_me screenshot this,1,0
jonahsukrez,"@StandardKenya M.
AAAAA",0,0
krissBobo,@StandardKenya This guy is real😊,0,0
watgwan95,@StandardKenya punguza io kitu kwanza mheshimiwa,1,0
jamescarlifaj04,@StandardKenya 😂 😂,0,0
julioranking98,@StandardKenya 😂😂😂the real earthquake!!,1,0
ital_john,@StandardKenya The fifth,1,0
denze_ville,@StandardKenya The 5th!,0,0
Kouna67460023,@StandardKenya Hahaaaaaaaaaaaaaaa,0,0
JoeFaye12,"@StandardKenya You have my vote, kwanza hapo kwa working from Monday to Thursday 😂😂😂  Friday - Sunday, Party after Party",0,0
Oliverswalah,@StandardKenya I guess her is on smoke already😄😄😄😄,0,0
mathew_kaka,@StandardKenya My president! 🤒,1,0
PundoOwuato,@StandardKenya He wrote that manifesto after taking the bhang..,1,0
Jaemo2010,@StandardKenya Chama ni gani? Sisi watu wa @WilliamsRuto  tuko na wewe. Huyu ndiyo sasa the 5th,0,0
RonoTecnico,@StandardKenya Apo kwa 8 prime ministers ndio noma tu. Otherwise the prof ana manifiesto mzuri.,2,0
Tellamahn,@StandardKenya @LordChitechi soma manifesto ya the 5th bana.,1,0
Tellamahn,@StandardKenya @SamMacoha Umeona the 5th?,0,0
WhispersOti,@StandardKenya The high priest driving premio nyoka,0,0
Komboray,@StandardKenya #LegalizeIt,1,0
MARCMUTINDA,@StandardKenya THE 5TH~my favorite 💯,0,0
dennis_suyianka,@StandardKenya Walahi tumpee😂😂,1,0
PrinceLamix,@StandardKenya Iyo bhang ametumia ndio anataka ku legalize?,0,0
johnnymwaske,@StandardKenya George the 5th,0,0
theoslim12,@StandardKenya @too_brian88 This nigga is on some illegal shit!,0,0
p4tR1cKyalloKE,@StandardKenya Kaya,0,0
KimaniMwangiS,@StandardKenya #WajackoyahThe5th 💪,0,0
sospitchez,@StandardKenya Wajackoyaaaah. Oyaa oyaaa.😂😂,0,0
thomskan,@StandardKenya That's pure Weed from Migori speaking. 🤣🤣,3,0
Delvo96,@StandardKenya https://t.co/fWmk0hBZsx,0,0
emilyngeny,@StandardKenya He's got my vote,0,0
JeffOchwoga,@StandardKenya 😂😂 bizarre,0,0
ItsEnos,"@StandardKenya Mkuu🔥🔥
Wajackoyah the 5th",3,0
BHNyende,"@StandardKenya Uda pple come for your guy ....
Here comes the genious! 8PMs  and some pple complain of wagawana mam… https://t.co/sspt74y4Eo",6,0
james_gatuma,@StandardKenya Are we okay?,0,0
legendEddieE,@StandardKenya The fifth ur Majesty,1,0
Balanjoy1,@StandardKenya Marijuana has medicinal  value per health expert,1,0
kenyan_son1,@StandardKenya Quite populist.,0,0
Kimsammy13,@StandardKenya Sawa kiongozi,0,0
jwaqo,@StandardKenya I vote yes....,0,0
