User,Reply,Likes,Retweets
AnacklateKilobi,@kipmurkomen A puppet ni wewe na meno yote ya uda,0,0
JustQuestions20,@kipmurkomen Mr ngurkomer you shuold respect your citizens we are also learned and we cant buy your cheap sympathy  tweet,0,0
JoseAbayo,@kipmurkomen How do you rule with 30 MPs?,0,0
Royaltychainz,@kipmurkomen sasa hii ng'ombe....do you hear yourself when you open that beak?? anyway i understand where you're coming From,0,0
BoyWycliff,@kipmurkomen We are okay with that Mr Kipchumba,0,0
assesabenard,@kipmurkomen Lol...highest bidder always wins,0,0
KerandeyZeddie,@kipmurkomen Wapi Kamariny? Wapi Arror?  Wapi Kimwarer?,0,0
FrankOyoo,@kipmurkomen https://t.co/03s4uEUeCI,0,0
Robert36015033,"@kipmurkomen This is Itumbi's stories of Raila being played 

Upuzi 

Raila the 5th",0,0
malecom_X,@kipmurkomen Nyef Nyef Nyef Nyef Nyef Nyef...,0,0
CossyMas1,@kipmurkomen Jubilee is not death again?,0,0
kimariken,@kipmurkomen Wacha Upusi,0,0
peter_giriri,"@kipmurkomen Umerogwa,just watch the space",0,0
saizuh,@kipmurkomen We know  that but we still don't care.  Baba the 5th.,2,0
Halima08264266,@kipmurkomen @ahmednasirlaw Do You Want A Home-based Business That You Don't Have To Go Out Of The House To Earn Mo… https://t.co/s2aFCDj9wj,0,0
ChrisMWasike,@kipmurkomen Why not focus on building UDA and get as many seats as you can! Pili pili iko Kwa samba nawasia wewe nini😂😅🤣,1,0
Macdonaldmutua1,@kipmurkomen The New music in town after... Baba anachezwa... &amp;blabla blaa,0,0
EricKinyanjui18,@kipmurkomen Shughulika na yako(UDA) senator,0,0
sirwilliams202,"@kipmurkomen Ng’eta Murkomen, why is it that any time you hear Odinga, you get orgasm???? So what if he is a projec… https://t.co/PYMtm67mGm",0,0
Tabbyta75346171,"@kipmurkomen Uhuru this uhuru that,it's seems now you're competing with uhuru and the more insults you throw at him… https://t.co/LjaGAHHrD5",0,0
AnitaWere,@kipmurkomen Why are you taking panadol for another persons headache 🤔,0,0
kiuliso,@kipmurkomen So be it...as the court pleases...🙄🙄,0,0
boBjectiveKE,@kipmurkomen Is that why you wanted him to support WSR,0,0
JeremyMuguongo,"@kipmurkomen Kipchumba,  I never knew you as cry baby, focus mkubwa, August ni mbali, anything can happen!",0,0
SamOmosa7,@kipmurkomen Honestly what is wrong with President Uhuru Kenyatta supporting Baba over the thief? In the most advan… https://t.co/W63XcACY3Y,0,0
Lawrenc93031918,"@kipmurkomen Do you mean Ruto was uhurus puppet from 2013 to 2017
 It looks like you have realized you guys won't win this coming election",1,0
LeOloingoni,@kipmurkomen I either case. Pangeni kwenu sisi tushaajipanga,0,0
amahenofrancis,@kipmurkomen ODM is the only political party that has survived the storms and turbulence for  over 17 yrs  and Baba… https://t.co/r79yIXq8Vu,3,0
JSikany,"@kipmurkomen My friend itakuma, wait your drama and see",0,0
JumaRowan,@kipmurkomen Lakini muacheko Mudavadi apumzike hata kama alikula pesa https://t.co/2EFl9yZtOH,0,0
ElijahOmari8,@kipmurkomen Murkomen you have no point,0,0
calvince_ogolla,@kipmurkomen Stop being too petty. You need to find something appealing to tell us. Si sio wajinga please sell your point to us.,0,0
KipropJb,"@kipmurkomen Puppet leaders are very dangerous when installed to rule. Consider Botswana and Angola, the puppets tu… https://t.co/pSwtzgp3Gm",0,0
fitzawimbo,@kipmurkomen You are forgetting  that uhuruto  were  kibaki puppets until handshake  happened there is nothing  new… https://t.co/e5BcFZFuRg,0,0
Michael27407433,"@kipmurkomen If Uhuru Kenyatta support his deputy William Ruto, who has worked with him for ten years would he be e… https://t.co/hREB9QYXAH",0,0
JustineBasueti,@kipmurkomen We will keep this tweet,0,0
gmukavana,@kipmurkomen Wacha mafeelings uncle,0,0
Itsdavidbabu,@kipmurkomen Get some paikillers senator please,0,0
yangc_kenn,@kipmurkomen Sisi bora raila akuwee president,0,0
CornyShaz,"@kipmurkomen ODM is not even fighting  for anything ""minority"" ..Just majors majors and majors..

Pipe Down",0,0
mike_jamoko,@kipmurkomen the Prophet seer  has spoken,0,0
kulnyash,@kipmurkomen @Shivelenjejumba Focus big mouth.,1,0
stevenjoroge5,@kipmurkomen ok,0,0
ObaoRonald,@kipmurkomen So Jubilee is not dead🤣🤣🤣🤣🤣,1,0
JoelKuriaNjugu3,@kipmurkomen Please concentrate on making  some of your people civilized. Sio banditry and cattle rustling SAA zote… https://t.co/Ek0ruOafTT,9,2
fredots,"@kipmurkomen Don't be like biblical Lot's wife. Learn to move on, lest u be turned into a rock of salt. 

FACT 1: Y… https://t.co/JmVM8pUKve",0,0
KevinOt77055139,@kipmurkomen Mtajua hamjua...you have made enough derogatory remarks on him. He is finally going to put you guys in your rightful place,0,0
mwanax,@kipmurkomen Wishful thinking,0,0
onyangojoe,"@kipmurkomen The President like any other voter has a right to choose, campaign and elect whoever he wants. You wer… https://t.co/02hP9mdK6g",0,0
David73602120,@kipmurkomen https://t.co/AyNweFKtAe,0,0
kilgoris1,@kipmurkomen So a puppet had the guts to be sworn in as the people's president 🤔,0,0
ChebiiKibet,@kipmurkomen Politics is fluid  .ona sasa senate inaongozwa na KANU...a party with one MP,3,0
jdanzoli,@kipmurkomen Your naive personal interpretation! Your Cuzco was beginning for 5 years in Nyeri! Hata pata hata moja!,0,0
YcliffeD,"@kipmurkomen The good thing, you are writing with your hear and not your head",0,0
MarenyaJorim,@kipmurkomen Ruto Is Begging For Only 5 Yrs. By July he'll Be Begging For a Month.🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,0
RodgersRuthugua,"@kipmurkomen A monkey sitting as a judge in a case concerning the forest.
Nobody in Azimio is desperate for your mi… https://t.co/w0jHl3ekRi",0,0
mgichuhi77,@kipmurkomen https://t.co/echRByA1sQ,0,0
mchanner1,@kipmurkomen If uhuru had supported ruto then ruto would also have been a puppet for uhuru right?,0,0
BoazAduda,@kipmurkomen Mmmmmhhh....,0,0
AllanOdeu3,@kipmurkomen Let us worry about that senator,0,0
OkashAbdul,@kipmurkomen Testtube,0,0
iam_obrien1765,@kipmurkomen Wacha porojo buda! We ndo Noise maker ....”a stranger in his own county” ....Before calling Baba Puppe… https://t.co/BrYa6GEzWx,0,0
MWICHlGI,@kipmurkomen How will that be possible and you have God and the people??? Has God left you? Or the people have left… https://t.co/h82sR7Faok,0,0
BevonKimutai,@kipmurkomen Accord Hon HE Raila Odinga the respect he deserves. He has fought for the democracy that you and I enj… https://t.co/7co951ELgO,0,0
EvansOduorO,@kipmurkomen Noise,1,0
oouko,@kipmurkomen you should be a former Majority leader just a reminder,0,0
OjiamboBonface,@kipmurkomen Kumbe it's true https://t.co/6r99S3FR22,0,0
TheGovernorLeo,@kipmurkomen Does your propaganda sell anymore close your big mouth,0,0
ShiinkaKaiseyi1,"@kipmurkomen This is not and will never be a fact. Marionetting the 5th is not possible especially the doyen Raila,… https://t.co/zH9jqllA33",0,0
oouko,@kipmurkomen the plan is to weaken Raila its working so well so why are you concerned so much,0,0
AnthonyKarani86,@kipmurkomen You guys are just bitter and that's the fact all this branding of Raila Odinga That he is a project am… https://t.co/KMIHDVYQIS,0,0
AjodeS0,"@kipmurkomen Soo you want him to support wheelbarrow , your becoming mouthy Twitter lawyer",0,0
Jayaar70135878,@kipmurkomen Special vehicles for all corrupt individuals,0,0
SILVESTERBIRGE5,@kipmurkomen What is the philosophy behind the ASIMIO  LA UMOJA?  Has Kenya been at war with itself? Political diff… https://t.co/y4Juj7DZDD,0,0
Tabbie90babe,@kipmurkomen Hii politics you just keep quiet and watch. Next month u might hear different  tunes,0,0
KelvanMundia,@kipmurkomen Utado?,0,0
itsJayceKenya,@kipmurkomen It is only a  puppet when it @RailaOdinga .What if Ruto was to be enjoying Uhuru support? Would he be… https://t.co/IxDDbosRMO,0,0
SimbaAtwoli,@kipmurkomen The BOY who believed in the yangu kumi yako kumi narrative is the real puppet!,0,0
Cedric_Oketch20,@kipmurkomen https://t.co/AMVRTImxKv,0,0
BabaMassagana,@kipmurkomen So who has voted these 30 MPs you are talking about?,0,0
MucheruJm,@kipmurkomen Na shida yako ni nini?,0,0
SellahKimathi,"@kipmurkomen From a politician to a conspiracy theorist and we have 6 months remaining 

The politics has started.",0,0
Zachari64036100,@kipmurkomen Who told you that Kenyans need another Kalenjin as president after Moi's 24 years. It can't be Kalenji… https://t.co/PAzucPa6xQ,0,0
DrHaron,@kipmurkomen Do not advise us PLEASE..ngojea tuchezwe!!,0,0
nzambakanono,@kipmurkomen your master was playeda go one....hizi zote ni makasiriko...,0,0
khadar_usuph,@kipmurkomen As for nw ODM is the biggest party in East Africa,0,0
itsJayceKenya,@kipmurkomen The fact is that Uhuru Kenyatta is not supporting his deputy even after publicly promising to support him.,0,0
trilmindtweets,@kipmurkomen Usieke siasa kwa roho,0,0
hills_prince,@kipmurkomen Shuhulika na Uda sasa unataka kulia usaidiwe aje deal with Uda issues wacha na Azimio na Odm.,0,0
RairoAndrew,"@kipmurkomen Fear,panic and state of despondency be can be disturbing. Statistical analysis should be based on demo… https://t.co/EKXpsIVfle",0,0
MohamedRashido1,@kipmurkomen Alibaba and other short stories 🤷,0,0
kawala_j,@kipmurkomen Correct and we are enjoying it,0,0
CosKimutai,@kipmurkomen We like Uhuru.Let him continue.He's the best https://t.co/XoRfzq35f6 told us in 2013.He has proven tha… https://t.co/WTTXH4xIHf,0,0
OmarSwa39668910,@kipmurkomen Mudavadi is the puppet!!!,0,0
paulpichaz,@kipmurkomen Sii ujinyonge basi kama unaumwa😂😂,0,0
Kifaru085236,@kipmurkomen I see nothing wrong with that.I voted for uhuruto and that they have failed together so a new face on… https://t.co/RQUQv5BitO,0,0
Mswahilisudi1,"@kipmurkomen So what?? Akiunga Raila mkono ni puppet lakini akiunga Ruto,ruto si puppet 🤣🤣🤣",0,0
georgeokoth24,@kipmurkomen Senator...How You today? Will uda survive after they loose in August?,0,0
dennis0mondi,@kipmurkomen The Azimio faction might be thirsty for power but I myself am much more thirsty and can't wait to see… https://t.co/V9ahgNJi9n,0,0
Blessednick3,@kipmurkomen So inatusaidia nini sisi na akili imejaa azimio🙄🙄🙄Raila the 5th,0,0
fellyferarri,"@kipmurkomen If you want the definition of a puppet,look at senate records for leader of majority from 2013 to 2017… https://t.co/ClJUXSw3Io",0,0
TabbyDaraja,@kipmurkomen From Raila is being played to now Uhuru extending his reign choose one struggle,0,0
jojeepoji,@kipmurkomen Danganya toto jinga!!,0,0
dennis0mondi,@kipmurkomen It is good you've come to your realization that @RailaOdinga will win and UDAku will be opposition. Wi… https://t.co/gmJXDm2S0h,0,0
kanyua_joram,@kipmurkomen UHURU want to leave a peaceful country.Tangatanga should not be worried..They just need to work harder.,0,0
Eliud58381755,@kipmurkomen https://t.co/wR0MtOz9OT,0,0
KatundaKingangi,"@kipmurkomen Stop panicking Murkomen , when Uhuru said yangu Kumi na Ruto Kumi he was not extending his term but no… https://t.co/5c88Sou7w7",2,0
ChiraGithige,@kipmurkomen SHIDA YAKO MADOADOA THINK TANK. I DIDN'T EXPECT A SO CALLED TOP BARRISTER TO STOOP SO LOW AND THINK LI… https://t.co/0hBhEQzfl9,0,0
Eliud58381755,@kipmurkomen https://t.co/3HG3T84EQ4,0,0
Sama48955812,@kipmurkomen senator ...you should be worried that udaku party will be limited to sugoi village and it's environ...… https://t.co/jy1kIAPT0v,0,0
petermango7,"@kipmurkomen if U are sure Jubilee, Raila et all are dead &amp; some are limping &amp; some are tired &amp; wont win against Ru… https://t.co/xa2B0fxrm7",1,0
DANIELO76203605,@kipmurkomen Don't cheat Kenyan,0,0
Akellojoanne1,@kipmurkomen Seriously?!!! Baba a puppet? Unthinkable,0,0
oakalls,@kipmurkomen Do you believe Raila could be anyone's puppet? Moi and Kibaki tried and failed. You are feigning ignor… https://t.co/7WwilAJcBp,0,0
frankstvmountin,"@kipmurkomen Hello Franks Tv Mounting  We have specialized in;

☆Tv wall mounting
☆Bike mount
☆Soundbar mount
☆Floa… https://t.co/zi8kcIr6RG",0,0
DanielM03993097,@kipmurkomen If Raila has screwed both of the combined about Ruto alone? He’s not a wheelbarrow you know for sure.,0,0
koechkipkemboi1,@kipmurkomen Don't talk about Raila . You can give Uda manifestos which I think Raila isn't one...,0,0
Maxwell42976355,"@kipmurkomen Otherwise he would be a good man if supporting your candidate. In fact, should he change and support y… https://t.co/I1S7uKMdZe",0,0
HansroyOchieng,"@kipmurkomen Relax bro..stop over thinking, they are not as smart as you give them credit",0,0
centmus,@kipmurkomen We better have an extension of @KenyataOfficial than a bloody despotic extension of @WilliamsRuto.,0,0
juristtriwa,@kipmurkomen You are twitting emotionally like someone who never want to a school. You can't compare ODM a national… https://t.co/bsptSiTi0D,0,0
Mulidk2012Dan,@kipmurkomen This narrative is no longer selling... be more innovative in terms of political propaganda,0,0
Gud_time_charly,@kipmurkomen Another Big Joke from tanga tanga minions😀😀😀,0,0
MwambireHon,@kipmurkomen Day dreaming can be a good for lazy thinkers,2,0
gesurre,@kipmurkomen I think u have sensed defeat already b4 august 😁😁😁😁,0,0
JoGakii,@kipmurkomen https://t.co/2cAj6GWVPz,0,0
agasto_ktn,@kipmurkomen Looks like you are slowly coming into terms that Ruto won’t be the president.,0,0
KPko2000,"@kipmurkomen Oooh no I didn't even realize it until you mentioned it. Sasa I'll vote for Ruto, stupid.",0,0
InvestDonjack,@kipmurkomen Didn't I hear that Jubilee will rule till 2032. Now the prediction is materializing hamtaki tena? God… https://t.co/Pga54zo7he,0,0
EngineerOgembo,@kipmurkomen Murkomen Lia sasa,0,0
ouso_joash,@kipmurkomen You tangatanga guys nowadays smoke foreign weed. You don't even fathom yourselves.,0,0
achutipeter,@kipmurkomen Have you heard Kenyans complaining or its Kalengins only?@RailaOdinga @edwinsifuna @JunetMohamed… https://t.co/3aZyvrNveb,0,0
tesobon,"@kipmurkomen If you have the numbers, what else is causing you sleepless days and nights?",0,0
Michael75118964,@kipmurkomen Waaah noma sana,0,0
natozeddy1,"@kipmurkomen We don’t care, we are okay we that!!! We rather have uhuru again than the other clown 🤡",0,0
AhmedQaran6,@kipmurkomen Kenyatta is a joker,0,0
simbanyalisii,"@kipmurkomen Stop your anger , what if today ya Ruto kumi could be Uhuru song ... what could you have told Uhuru..",0,0
jimmygaita,@kipmurkomen Its ok to dream,0,0
VVanrey,@kipmurkomen How does that affect your wheelbarrow party?,0,0
LogicalKenya,@kipmurkomen Raila consistently for five years manned Jubilee in its first term not to wholly pilferage public fund… https://t.co/WPxsNtBsQN,0,0
TukikoSteve,@kipmurkomen Mtazoea rais wenyu the 5th Tinga,0,0
geogias,"@kipmurkomen Murkomen ako na machungu kweli, If Uhuru had supported Ruto would he have been a puppet?",0,0
DedanErick,@kipmurkomen When you were in Government 2013-2016 everything qas ok with you now it's your turn to feel how other… https://t.co/Tf3oQ41Xr0,0,0
anunda0074,@kipmurkomen That man needs to o be taught a bitter lessons for defiling the constitution,0,0
Kingsman_047,@kipmurkomen I hope mmeanza kukata miti sigoi  ..I don't want any sucide case,0,0
UrbanPoet8,"@kipmurkomen Raila will be the president. Hii propaganda and mathematics that you are trying to solve for us, you c… https://t.co/NcajzzhWG3",0,0
otyguyz,@kipmurkomen Ok with it! We piga kelele tu hapo UDAku,0,0
JoelKuriaNjugu3,@kipmurkomen Save us the https://t.co/7zGXpZl2Vf the past  those with the balls have resigned and asked the people… https://t.co/iv3etxvC2V,1,0
BejaMuti,@kipmurkomen Can raila be a puppet?????I think you don't live in Kenya,0,0
ROUNDTECHNICIA1,@kipmurkomen https://t.co/YzIwG5vGJy,0,0
Omarizacheus1,@kipmurkomen So what's exactly  your problem here?,0,0
ppatbiogas,@kipmurkomen Don't be left behind. Biogas is a cheap source of energy for cooking at home. You only incur installat… https://t.co/7mXovRVT40,1,0
ojukierick18,"@kipmurkomen Do we care??as ong as Baba is the president. RUTO must know that RAO was his teacher, he will always be the student",0,0
dom_langat,@kipmurkomen Very true 👍👍,0,0
Michael_0z,@kipmurkomen Tumbafuuu,0,0
vinnieylastborn,@kipmurkomen Wembe ni ule ule,0,0
Calvinmaina13,@kipmurkomen The dynamic duo will deliver the impending economic revolution. Just be on the right side of history!,0,0
AlexArika10,@kipmurkomen So you have now accepted azimio has won already,1,0
vance_olaki,@kipmurkomen Waah!..sa utado?,0,0
bincarti,@kipmurkomen we shall see,0,0
ManDassh,"@kipmurkomen Kwenda uko bwana, tumechoshwa na fitina zenu.",0,0
abur_alfred,@kipmurkomen As long as RAILA Odinga becomes the President..,0,0
Abdalla51643977,@kipmurkomen You know it have proof...useless sugoipupetutre,0,0
Cyzler_,@kipmurkomen Campaign for UDA without mentioning ODM,0,0
kefa_aywa254,@kipmurkomen Its good you have already conceded,0,0
mapinduzi007,@kipmurkomen Socrates! https://t.co/6xTZDqNDKx,0,0
LewellaBee,@kipmurkomen Kumbe wewe pia ni BUSYBODY?,0,0
Lawrence30Ouma,@kipmurkomen Good thing you are not denying that he won't be president,0,0
KDawayao,@kipmurkomen I don't see why you keep complaining as if you are new here I promise you that if you don't plan well… https://t.co/WdRb3olO2T,0,0
Masaiko_One,"@kipmurkomen First they try dynasty Vs Hustlers it failed, They tried Raila is being played narrative it failed, Th… https://t.co/h9PtpkDfMz",0,0
OtienoOtieno92,"@kipmurkomen Is this your manifesto? UDA is no longer telling their crowds what they will do, or their bottom up rh… https://t.co/h87hp3hC7E",0,0
VillageBilionai,"@kipmurkomen Dont care about ODM, Concentrate on UDA and women you drill in R350",0,0
Omar03378432,@kipmurkomen @evance5809 Why should you always talk about Him... it's non of your business,1,1
Silamusyoki5454,@kipmurkomen According to you,0,0
Khaemba15381339,@kipmurkomen Everybody understands your bitterness emotions and lies we want a leader not  men with mood swings .,0,0
AbdinassirIbra2,@kipmurkomen Well said Mr Murkomen,0,0
insurancemedica,"@kipmurkomen How is that your problem , your now in UDA ?",0,0
roddymusava1,"@kipmurkomen Don't worry kip the puppet is what we want,",0,0
Shisiah5,@kipmurkomen Raila is too old for anything as per now,0,0
zacharyKamaget,"@kipmurkomen Exactly,this happened after BBI was disqulified..and by the way Raila is a uhuru's vihecle",0,0
MaishJnr,@kipmurkomen Mtaendelea kulia. Fungia meno.,0,0
engineermngreza,@kipmurkomen Raila presidency is an idea whose time is ripe. The same Baba who rescued Kenya from claws of dictator… https://t.co/urBWPO8Ypz,0,0
Calebtito33,@kipmurkomen That's now the importance of having brainy politicians in the Kalenjin land..Uhuru is still there to b… https://t.co/fygK386sR7,0,0
Aka5Livingstone,@kipmurkomen Where did you get this??,0,0
EMochere,@kipmurkomen What makes you think Raila Odinga can be a better puppet than William Ruto? I mean the guy is known for his hardcore politics,0,0
Tobias97182413,@kipmurkomen Tanga Tanga minions keep telling us about Uhurao till Kenyans are bored! Why not tell Kenyans why you… https://t.co/UHntggK7k7,2,0
burulasylva,"@kipmurkomen Odinga n puppet in one sentence? Noooo. Every time you open your mouth, you clear all doubt that, your head is a void.",0,0
kabugi87,@kipmurkomen Inawauma,0,0
itsMwendwa,@kipmurkomen From Uhuru is playing Raila to Uhuru support to Raila is inconsequential to Raila Is a state project t… https://t.co/UJPQCztRp9,0,1
Kontosh,"@kipmurkomen But ur confident you'll beat them, right? If yes Aamus",0,0
ogechilevy,"@kipmurkomen Whether Uhuru Kenyatta  supports BABA or not, the facts remains that BABA has an indelible mark in thi… https://t.co/qSL3mdUQz6",0,0
Optynaut,"@kipmurkomen So, are you saying, since the president picked Ruto for a running mate since 2013, he was extending hi… https://t.co/5BvaCktCA8",0,0
MarthaMusyoki2,@kipmurkomen No problem.,1,0
liegum,@kipmurkomen Uhuru is installing a development project in Kenya. Raila will pull down corruption pillars and cut le… https://t.co/F6xEVSEuVs,0,0
Georgewaks,"@kipmurkomen Kindly @kipmurkomen just refer to him as ""President Uhuru Kenyatta"".",0,0
mukulo_rashid,@kipmurkomen Hayo ni machungu ya kuchezwa.,0,0
wuodanas,@kipmurkomen So be it,0,0
WendoK2,@kipmurkomen It's okay. Let the puppet be 😂😂,0,0
rbnothuol,@kipmurkomen blah blah blah,0,0
cleopha_muriuki,@kipmurkomen In 2008 PNU had 45 MPs but almost landed the speaker of NA position at 102 votes.,0,0
JPOwade,@kipmurkomen Why worry about a man who's being played as you have told us on many occasions?,0,0
Jp_Kalila,@kipmurkomen https://t.co/Ts41wTF1AR,0,0
Hunchoking678,@kipmurkomen You always talk aloooootttt,0,0
enockotieno5,@kipmurkomen We endelea kuwa spanner boy ..we are good in the azimio la umoja ...,0,0
jahkielod,@kipmurkomen So you are concerned about odm ? How?,0,0
Clive437979221,@kipmurkomen Wether RAILA wins or loses HE MUST BE THE PRESIDENT,0,0
AgathaAtieno4,@kipmurkomen How dare you call Baba a puppet. Shame on you!!,0,0
FrancisOyugi2,"@kipmurkomen Raila can't be puppet the way you think ,The puppet is the thief from sugoi.we will not elect someone… https://t.co/Ff62mGyI1y",0,0
andreassantos0,@kipmurkomen Only TT believes that Ouru want Raila so as to be puppet! Right! What if at the turn of event he back… https://t.co/lLceDC8BpN,0,0
victorkaiga1,@kipmurkomen As long as baba becomes president other things can kiss my ass.,0,0
MosetiSnr,@kipmurkomen So. ?,0,0
WanjohiKuria,"@kipmurkomen You spare us this nonsense of Projects,the other day Mudavadi was all over the place telling us that n… https://t.co/tbRegpiGyc",0,0
EricAshanda,"@kipmurkomen Played or not played, what do you care",0,0
WorldTo45774265,"@kipmurkomen Cry baby cry. You may weep, wail n mourn altogether. Cry baby of the year.",0,0
Subaicon1,@kipmurkomen Polite reminder we won't be counting teeth during vote tallying,4,0
ni_sote,"@kipmurkomen https://t.co/nfFJlbWrIy ...At this trajectory, William will ask for just one year of President by the… https://t.co/D1BCk3Fwcl",0,0
OruchaJohn,@kipmurkomen Why don't you cry 😭😭😭 so that we hear your lies,0,0
royalken2,"@kipmurkomen Je realised  how hard it will be hard to toy WSR around , he went for the  easy target  for his mission 😄,",0,0
Poluoch,"@kipmurkomen @kkiptum Mhesh , it's getting hot 🥵🥵 😂😂",0,0
SimonOt78720889,@kipmurkomen What is your problem and you are not ODM member,0,0
Alphapapa12,@kipmurkomen Riu ukwenda twike atia? Na kura nitukahee @RailaOdinga in Azimio my brother the kikuyus in UDA today a… https://t.co/64DnJW5kU9,0,0
sammy_gitonga,"@kipmurkomen It started with, eti Jubilee is Dead. Now, you are talking of atleast 30, and remember Jubilee hasn't started campaigning..",0,0
JakeemXavier,@kipmurkomen I have never seen the need to reply to your PP2 assumptions until now. Mtajua hamjui. Jifurahisheni tu… https://t.co/RyU3ZKWfqu,0,0
jina_Bora,"@kipmurkomen If Uhuru supported Ruto, would he still be extending his reign? What would Ruto  be then? This panic &amp; anger will kill you!",0,0
OsumoAmos,@kipmurkomen Hiyo isikusumbue wewe shugulika na bottoms up.,1,0
ArenaSportsHou1,"@kipmurkomen Retro shirts available 
All sizes available 
Place your orders 
Call/WhatsApp 0710721664 https://t.co/1rfnB8RxBQ",1,0
awaajoo,@kipmurkomen Kenya needs Raila Odinga 2022 going forward.We can’t risk another 24yrs in the hands of Kalenjins.Period.,0,0
NjagiKarurumo,"@kipmurkomen So Ruto wasn't to be a state project or rather a puppet if Uhuru had supported the ""yangu kumi,yako ku… https://t.co/rCfcG8Qwfm",1,0
rutto2007,@kipmurkomen I need funding from Equity bank I have a business Idea ....for those  people whose party will be defea… https://t.co/huPeGA8rOV,0,0
OutKisumu,@kipmurkomen Since when did ODM become a concern of the gangster party UDA? The way UDA is  losing ground so STEADI… https://t.co/vzPGlgBehu,0,0
snyaoro40,@kipmurkomen Dont you dare call RAO a puppet. Look at youself...a product of RAO,0,0
KunguWaNjenga,@kipmurkomen Now say that without crying.,0,0
__noriega,"@kipmurkomen Mheshimiwa, I wonder how you passed your exams and even pursued law course.",0,0
MutwiriKiambi,@kipmurkomen Sure,0,0
MsufiMkavu,@kipmurkomen @Maggie_patm What does Dr. Oloo and BBI lawyer Mwangi think?,0,0
sewe_odero,"@kipmurkomen And then maybe, just maybe tell us, how many MPs did PNU have after the 2007 bungled election?

Did Kibaki complete his term?",0,0
Ask_Nyagichuhi,@kipmurkomen Unajali nini. Mind about UDA where will you be. How many times do you mention Uhuru's name in a day huchoki,0,0
sewe_odero,"@kipmurkomen ODM will be 4th largest party after which and which party?

Before Raila declared he was running, you… https://t.co/yKW8x420yM",0,0
PetergKenya,"@kipmurkomen 😂😂continue wet dreaming boss...we know how bitter,hurt en desperate you are!!",0,0
Meleas7,@kipmurkomen Is Raila complaining?,0,0
PAevano,@kipmurkomen Rao is winning this one bwana senator.,0,0
lakiyu74,@kipmurkomen You puke too much. I can't wait to celebrate the karma of you and William stealing elections from Rail… https://t.co/9hfi5EZDRX,0,0
brevin_dede,@kipmurkomen We don't care all that we don't want is the corrupt to be in power.And tricks you guts are using is th… https://t.co/CHWTXFG02M,0,0
MMbarua,"@kipmurkomen Tell us more about ""yangu kumi na yako kumi""",0,0
Moseshuez,@kipmurkomen Hiyo analysis aki. Ndio maana hatushindi kitu 😁😁kama #GGMU,0,0
Makomere10,@kipmurkomen In the end Raila will be president.,0,0
omamo_kevin,@kipmurkomen Pure Propaganda looks like one of the units Murkomen managed a distinction,0,0
_XspiralX_,"@kipmurkomen The point is to stay in power , ODM will be rewarded handsomely ..again  it's called Politics",0,0
ronrated,@kipmurkomen Hyo ni shida yetu......wewe shughulika na zako bruh,0,0
AldrinOuma,"@kipmurkomen Whether Raila will be a puppet, project, or prophet President we don't care. What we want is for him t… https://t.co/HMEksPOMpg",74,3
Dystopian2022,@kipmurkomen Because you are Ruto's puppet you think everyone has your genes. Endelea kuumia afterall you all tanga… https://t.co/rhS7cckE9J,0,0
maxyRobins,@kipmurkomen Bottom up scheme https://t.co/qcH3O9TDK9,0,0
Kayahwe1,@kipmurkomen Only semi-illiterate UDa diehards will believe such shit...when President DT Moi was supporting  Kibak… https://t.co/IevlXmip0f,0,0
PSabulmoi,@kipmurkomen Well said sir,0,0
OlaleMac,@kipmurkomen Why does it bother you sir?,0,0
awiz_tjeff,@kipmurkomen Shida iko wapi?Uhuru is too young to retire,0,0
MacBotongore,"@kipmurkomen Concentrate on Kenya kwanza, Kenya is a multi party democracy, let Azimio do their bit we meet after 0… https://t.co/kRA3RYSh2Z",0,0
turkan_alos,"@kipmurkomen I am glad, no one will even notice you, if someone made you a puppet.",0,0
JosiahObala,@kipmurkomen It's good that you've now acknowledged that Raila is going to be the 5th!!!!,0,0
rngaywa,@kipmurkomen All we need is baba the 5th....he will be our puppet or project and want you guys in opposition,1,0
AlbertIan13,"@kipmurkomen You started by saying Raila is being played ,so today is being supported to be a puppet 😂😂😂more popcorns please!!",0,0
c_mbayachi,@kipmurkomen It's better to have that puppet under Uhuru Kenyatta than the other side.,0,0
DukeNyakiana,@kipmurkomen So if he gave Mr loot all kumi yake pia lootall angekuwa puppet?,0,0
Jeffiemkenya,@kipmurkomen Comments mingi but watu wantembee huko Mt Kenya Kwa ground.....kura tutapiga,0,0
OdongoR32262136,"@kipmurkomen All these are just kicks of a dying horse ,how I wish you could mind your UDA business",0,0
50YearsPlan,@kipmurkomen Interesting. I will be here hopefully to it happen. May be not,0,0
POyaro,@kipmurkomen So what?,0,0
GilbertOloo9,"@kipmurkomen Suppose Dr.William Somoei Ruto had president Uhuru's backing, would you consider revisiting your state… https://t.co/kxMwp24N4n",0,0
ThigisTush,@kipmurkomen President Kenyatta and Baba will make a great team.  So be it,0,0
Mullonzi,@kipmurkomen Do some repairs to this machine. Currently it's in a bad state 😅 https://t.co/CfOjiZE6V2,3,1
MORodgers3,@kipmurkomen Why are people worried and bitter about uhuru.  It's his Constitutional right to express himself as lo… https://t.co/HHmXA4v76R,0,0
WilliamG254,@kipmurkomen We dont care as long as Baba is the 5th https://t.co/mc4K7AXTr0,0,0
